ticker,disease,stage,date,catalyst,label
AFMD,"T-Cell, Cutaneous Lymphoma",Phase 1/2,12/7/20,Phase 1/2 data presented at ASH 2020. Objective Response Rate (ORR) of 42%(6/14).,4
INCY,Follicular lymphoma,Phase 2,12/7/20,Phase 2 data due released at ASH December 2020 - ORR 73%.,5
LPCN,Men with low testosterone (Low T),Approved,12/8/20,"FDA tentative approval announced December 8, 2020.",5
PLUR,Critical limb ischemia (CLI),Phase 3,12/9/20,Phase 3 trial to be terminated following interim analysis that trial is unlikely to meet primary endpoint.,3
LLY,Type 2 Diabetes,Phase 3,12/9/20,"Phase 3 data released December 9, 2020 - significantly reduced A1C and body weight.",5
XBIO,Anemia in patients with chronic kidney disease (CKD),Phase 3,12/9/20,Phase 3 data using PolyXen technology reported by partner - non-inferior to Aranesp (darbepoetin alfa) - Russia trial.,5
RCUS,Triple negative breast cancer (TNBC) and ovarian cancer,Phase 1,12/9/20,"Phase 1 initial data due presented at SABCS Annual Meeting, December 9, 2020. 2/18 response rate (partial responses - PR) for doublet regimen. 5/12 responses for triplet (1 complete response, 4 had a PR).",4
EVLO,Colorectal cancer; Triple-negative breast cancer,Phase 2,12/9/20,"Phase 1/2 data to be presented at SABSC December 9, 2020 - objective response rate (ORR) of 18%.",4
INFI,Triple negative breast cancer (TNBC) and ovarian cancer,Phase 1,12/9/20,"Phase 1 initial data due presented at SABCS Annual Meeting, December 9, 2020. 2/18 response rate (partial responses - PR) for doublet regimen. 5/12 responses for triplet (1 complete response, 4 had a PR).",4
ATNXQ,Angiosarcoma,Phase 2,12/9/20,"Phase 2 poster at SABCS December 9, 2020 - Complete response (CR) 43% (3/7 pts), partial response (PR) 14% (1/7 pts).",4
SVRA,MRSA in cystic fibrosis,Phase 3,12/10/20,"Phase 3 trial missed primary endpoint - December 10, 2020. Development to be stopped.",3
AADI,Open-angle glaucoma (OAG),Phase 2,12/11/20,Phase 2 data met primary endpoint with twice-daily dose group but not with once-daily group.,5
AKTX,Paroxysmal nocturnal hemoglobinuria (PNH),Phase 2/3,12/11/20,"Additional data from Phase 2 and 3 trials released December 11, 2020 - reduced transfusion dependence by 79% in the 14 formerly transfusion dependent patients.",5
INCY,COVID-19 associated cytokine storm,Phase 3,12/14/20,"Phase 3 top-line did not meet primary endpoint - December 14, 2020.",3
VTVT,Mild Alzheimer’s disease with type 2 diabetes,Phase 2,12/15/20,"Phase 2 top-line data did not meet primary endpoint - December 15, 2020.",3
ATNXQ,Actinic keratosis,Approved,12/15/20,"FDA approval announced December 15, 2020.",5
PTN,Dry eye disease (DED),Phase 2,12/15/20,Phase 2 trial met the primary endpoints in the moderate to severe patient population but not in the overall population including mild patients.,4
BLRX,Pancreatic cancer,Phase 2,12/16/20,"Phase 2 data released December 16, 2020. ORR 21%; PFS 4 months; OS 6.5 months.",4
AMGN,RITUXAN biosimilar - non-Hodgkin lymphoma,Approved,12/17/20,"FDA approval announced December 17, 2020.",5
RVNC,Upper facial lines,Phase 2,12/17/20,Efficacy of none or mild wrinkle severity seen in greater than 92% of subjects after four weeks.,5
OTIC,Hearing loss,Phase 1/2,12/17/20,"Phase 1/2 data released December 17, 2020. 6 out of 9 (67%) patients demonstrated a clinically-meaningful improvement on at least one of the three SIN tests at both Days 57 and 85 versus 0 out of 8 (0%) for placebo.",5
GSK,Lupus Nephritis,Approved,12/17/20,"FDA approval announced December 17, 2020.",5
TAK,Chronic Myeloid Leukemia,Approved,12/18/20,"FDA approval announced December 18, 2020.",5
KPTI,Multiple myeloma,Approved,12/18/20,"FDA approval announced December 18, 2020.",5
MYOV,Advanced prostate cancer,Approved,12/18/20,"FDA approval announced Decmber 18, 2020.",5
VRTX,Cystic fibrosis,Approved,12/21/20,"FDA approval announced December 21, 2020.",5
AZN,Non-small Cell Lung Carcinoma,Approved,12/21/20,"FDA approval announced December 21, 2020.",5
CLVS,Relapsed ovarian cancer patients with BRCA mutations,Phase 3,12/21/20,"Phase 3 trial met primary endpoint - December 21, 2020.",5
CCXI,C3 glomerulopathy (C3G),Phase 2,12/21/20,"Phase 2 trial did not meet primary endpoint - December 21, 2020.",3
TNXP,Post-traumatic stress disorder (PTSD),Phase 3,12/21/20,"Phase 3 primary endpoint was not met - December 21, 2020.",3
AMGN,Oral corticosteroid dependent asthma.,Phase 3,12/22/20,"Phase 3 trial did not meet primary endpoint - December 22, 2020.",3
NBIX,Parkinson's Disease,Phase 2,12/22/20,"Phase 2 trial placed on clinical hold - December 22, 2020.",3
VYGR,Parkinson's Disease,Phase 2,12/22/20,"Phase 2 trial placed on clinical hold - December 22, 2020.",3
KNSA,COVID-19,Phase 2,12/22/20,"Phase 2 trial did not meet primary endpoint - December 22, 2020.",3
SUPN,ADHD,Phase 3,12/22/20,"Phase 3 trial met primary endpoint - December 22, 2020.",5
SNGX,Oral Mucositis in Patients with Head & Neck Cancer,Phase 3,12/22/20,Phase 3 trial did not meet primary endpoint.,3
BMY,First-line Glioblastoma (GBM) cancer,Phase 3,12/23/20,Phase 3 trial unlikely to meet OS primary endpoint,3
ARCT,COVID-19 vaccine,Phase 1/2,12/28/20,"Phase 1/2 data released December 28, 2020.",4
RDHL,COVID-19,Phase 2,12/31/20,"Phase 2 initial data released December 31, 2020.",4
CALA,Renal cell carcinoma,Phase 2,1/4/21,"Phase 2 top-line data did not meet primary endpoint - January 4, 2021.",3
TAK,Renal cell carcinoma,Phase 2,1/4/21,"Phase 2 top-line data did not meet primary endpoint - January 4, 2021.",3
LIFE,COVID-19,Phase 2,1/4/21,"Phase 2 data released January 4, 2021. Primary safety endpoint met. Median time to recovery of 5.5 days compared to 6 days in the placebo group.",5
INO,Human papilloma virus (HPV)-related anal dysplasia,Phase 2,1/6/21,Phase 2 data noted 63% showed reduction of lesions of greater than 25%.,5
CPRX,Spinal Muscular Atrophy (SMA) Type 3,Phase 2,1/6/21,Phase 2 trial met primary endpoint. Secondary endpoints not met. Will not pursue development further.,3
ARGX,Acute myeloid leukemia (AML),Phase 2,1/8/21,"Phase 2 interim data released January 8, 2021. Complete remission (CR) rate 27% (14/52) and composite complete remission (CRc), including CRs with incomplete hematologic recovery 40% (21/52).",4
OBSV,Endometriosis,Phase 3,1/10/21,Phase 3 trial discontinued due to enrollment challenges.,3
PFE,ALK-positive Anaplastic Large Cell Lymphoma,Approved,1/14/21,"FDA approval announced January 14, 2021.",5
GMAB,Amyloidosis,Approved,1/15/21,"FDA approval announced January 15, 2021.",5
HALO,Amyloidosis,Approved,1/15/21,"FDA approval announced January 15, 2021.",5
JNJ,Amyloidosis,Approved,1/15/21,"FDA approval announced January 15, 2021.",5
NBTX,Colorectal cancer,Phase 1/2,1/15/21,More than 70% of patients in the study showed objective tumor response after CCRT.,5
BHVN,Alzheimer’s disease,Phase 2/3,1/18/21,"Phase 2/3 top-line data did not meet co-primary endpoints - January 18, 2021.",3
PFE,Alzheimer’s disease,Phase 2/3,1/18/21,"Phase 2/3 top-line data did not meet co-primary endpoints - January 18, 2021.",3
ACRS,Rheumatoid arthritis (RA),Phase 2a,1/19/21,"Phase 2a 12-week data released January 19, 2021 - generally well tolerated.",5
GSK,Non-small Cell Lung Cancer,Phase 3,1/20/21,Phase 3 trial unlikely to meet primary endpoint - to be discontinued.,3
MRK,Heart Failure,Approved,1/20/21,"FDA approval announced January 20, 2021.",5
PFE,HIV,Approved,1/21/21,"FDA approval announced January 21, 2021.",5
GSK,HIV,Approved,1/21/21,"FDA approval announced January 21, 2021.",5
IMMP,Ulcerative Colitis,Phase 2,1/21/21,"Phase 2 trial discontinued following interim analysis - January 21, 2021.",3
AUPH,Lupus,Approved,1/22/21,"FDA Approval announced January 22, 2021.",5
RHHBY,Neovascular age related macular degeneration (nAMD),Phase 3,1/25/21,"Phase 3 trial met primary endpoint - January 25, 2021.",5
MTNB,Severe hypertriglyceridemia,Phase 2,2/1/21,"Phase 2 data released February 1, 2021. Primary endpoint not met.",3
AMGN,Hematopoietic Syndrome of Acute Radiation Syndrome,Approved,2/2/21,"FDA approval announced in earnings release - February 2, 2021.",5
DRRX,Post-operative pain relief,Approved,2/2/21,"FDA approval announced February 2, 2021.",5
IMVT,Graves Ophthalmopathy / Thyroid Eye Disease (TED),Phase 2b,2/2/21,"Dosing has paused due to elevated total cholesterol and LDL levels in Phase 2b ASCEND GO-2 trial - February 2, 2021.",3
ENLV,COVID-19,Phase 2,2/3/21,"Phase 2 data released February 3, 2021. 14/16 (87.5%) patients recovered and were discharged from the hospital by day-28.",5
BIIB,Parkinson's disease,Phase 2,2/3/21,"Phase 2 trial did not meet primary endpoint - February 3, 2021.",3
SPRO,Nontuberculous mycobacterial (NTM) pulmonary disease (PD),Phase 2,2/5/21,"Phase 2a trial placed on clinical hold - February 5, 2021.",3
BMY,Relapsed or refractory (R/R) large B-cell lymphoma,Approved,2/5/21,"FDA approval announced February 5, 2021.",5
TGTX,Marginal zone lymphoma (MZL),Approved,2/5/21,"FDA approval announced February 5, 2021.",5
AZN,Head & neck cancer,Phase 3,2/5/21,"Phase 3 trial did not meet the primary endpoint - February 5, 2021.",3
TGTX,Follicular lymphoma (FL),Approved,2/5/21,"FDA approval announced February 5, 2021.",5
SNY,Basal cell carcinoma (BCC),Approved,2/9/21,"FDA approval announced February 9, 2021.",5
REGN,Basal cell carcinoma (BCC),Approved,2/9/21,"FDA approval announced February 9, 2021.",5
AGEN,Solid tumors,Phase 1/2,2/9/21,"Phase 1/2 data announced February 9, 2021 - six confirmed responses.",4
ABBV,Neurogenic Detrusor Overactivity,Approved,2/10/21,"FDA approval announced February 10, 2021.",5
PLX,Fabry disease,Phase 3,2/10/21,"Phase 3 final data presented February 10, 2021 - key objectives for safety and efficacy.",4
CRDF,Prostate cancer,Phase 2,2/11/21,Phase 2 data disease control rate at 12 weeks of 35%.,4
REGN,Homozygous familial hypercholesterolemia (HoFH),Approved,2/11/21,"FDA approval announced February 11, 2021.",5
PFE,Chronic Inflammatory Demyelinating Polyneuropathy (CIDP),Approved,2/12/21,"FDA approval announced February 12, 2021.",5
ABEO,Sanfilippo syndrome type A (MPS IIIA),Phase 1/2,2/12/21,"Phase 1/2 updated safety data released February 12, 2021. Well tolerated.",5
ABEO,Sanfilippo syndrome type B (MPS IIIB),Phase 1/2,2/12/21,"Phase 1/2 updated data announced February 12, 2021.",4
GTHX,Second/third-line small-cell lung cancer,Approved,2/12/21,"FDA approval announced February 12, 2021.",5
BLUE,Sickle Cell Disease,Phase 3,2/16/21,"Phase 3 trial temporarily suspended due to a reported Suspected Unexpected Serious Adverse Reaction (SUSAR) of acute myeloid leukemia (AML) - February 16, 2021.",3
IMUX,COVID-19,Phase 2,2/17/21,"Phase 2 top-line data released February 17, 2021 - low rates of COVID-19 prevented the primary endpoint from being evaluable.",4
IMUX,Primary Sclerosing Cholangitis,Phase 2,2/18/21,"Phase 2 data released February 18, 2021. Primary objective of therapeutic benefit achieved in 27.3% of patients.",4
SNY,Non-small cell lung cancer (NSCLC),Approved,2/22/21,"FDA approval announced February 22, 2021.",5
REGN,Non-small cell lung cancer (NSCLC),Approved,2/22/21,"FDA approval announced February 22, 2021.",5
RVNC,Upper limb spasticity,Phase 2,2/22/21,"Phase 2 top-line data released February 22, 2021. One of two co-primary endpoints met (one missed due to reduced enrollment).",5
OTIC,Ménière's disease,Phase 3,2/22/21,Phase 3 trial did not achieve the primary endpoint.,3
GKOS,Progressive keratoconus,Phase 3,2/25/21,"Phase 3 trial met primary endpoint - February 25, 2021.",5
SWTX,Neurofibromas,Phase 2b,2/25/21,Phase 2b interim data noted 10/20 Patients (50%) achieved an Objective Response,4
SRPT,Duchenne muscular dystrophy,Approved,2/25/21,"FDA approval announced February 25, 2021.",5
BBIO,Molybdenum cofactor deficiency type A,Approved,2/26/21,"FDA approved February 26, 2021.",5
PLXP,Liquid-filled aspirin capsule,Approved,3/1/21,"FDA approval announced March 1, 2021.",5
MRK,Small cell lung cancer (SCLC),CRL,3/1/21,"FDA Approval announced June 18, 2019. Approval withdrawn March 1, 2021 due to not meeting post-marketing requirements following accelerated approval.",3
NBIX,Negative symptoms of schizophrenia,Phase 2,3/2/21,"Phase 2 trial did not meet primary endpoint - March 2, 2021.",3
TAK,Negative symptoms of schizophrenia,Phase 2,3/2/21,"Phase 2 trial did not meet primary endpoint - March 2, 2021.",3
ZVRA,ADHD,Approved,3/2/21,"FDA approval announced March 2, 2021.",5
PFE,Irritable Bowel Syndrome,Phase 2b,3/2/21,"Phase 2b trial did not meet primary endpoint - March 2, 2021.",3
SCYX,Candida Auris,Phase 3,3/2/21,"Phase 3 interim analyses noted 8/10 complete responses - March 2, 2021.",5
AVTX,COVID-19 induced Acute Respiratory Distress Syndrome (ARDS),Phase 2,3/2/21,"Phase 2 data released March 2, 2021. At both the 28-day and the 60-day final timepoints, an approximately 50% trend in mortality reduction (22.5% vs 10.8% - placebo) was observed.",5
GSK,Mild to moderate COVID-19,Phase 3,3/3/21,Independent Data and Safety Monitoring Board (DSMB) recommended that enrollment to be closed - raised concerns about the magnitude of potential benefit.,3
PFE,Anaplastic lymphoma kinase (ALK)-positive non-small cell lung cancer (NSCLC),Phase 3,3/3/21,FDA approval announced March 3 2021.,5
VIR,Mild to moderate COVID-19,Phase 3,3/3/21,Independent Data and Safety Monitoring Board (DSMB) recommended that enrollment to be closed - raised concerns about the magnitude of potential benefit.,3
MOLN,Mild to moderate COVID-19,Phase 3,3/3/21,Independent Data and Safety Monitoring Board (DSMB) recommended that enrollment to be closed - raised concerns about the magnitude of potential benefit.,3
DRRX,COVID-19 Patients with Acute Liver or Kidney Injury,Phase 2,3/4/21,Phase 2 trial to be discontinued due to limited number of patients eligible or willing to enroll.,3
FULC,COVID-19,Phase 3,3/4/21,"Phase 3 trial to be discontinued - March 4, 2021.",3
APLS,COVID-19 / Acute respiratory distress syndrome (ARDS),Phase 1/2,3/4/21,Phase 1/2 trial to be discontinued following Independent data monitoring committee (DMC) review which found no meaningful reduction in the overall mortality rate.,3
RHHBY,Systemic sclerosis-associated interstitial lung disease (SSc-ILD),Approved,3/4/21,"FDA approval announced March 4, 2021.",5
GLPG,Inflammatory Bowel Disease,Phase 2,3/4/21,"Phase 2 interim data released March 4, 2021.",4
GILD,Indolent B-Cell Non-Hodgkin Lymphoma,Approved,3/5/21,"FDA approval announced March 5, 2021.",5
ANAB,Palmo-plantar pustular psoriasis,Phase 2,3/8/21,"Phase 2 trial did not meet primary endpoint - March 8, 2021.",3
MRNS,PCDH19-related epilepsy,Phase 2,3/9/21,Phase 2 trial showed a median 61.5% reduction in seizure frequency for ganaxolone compared to 24.0% for placebo (p=0.17).,5
NVS,Non-small cell lung cancer (NSCLC) - 2nd/3rd line,Phase 3,3/9/21,Phase 3 trial did not meet primary endpoint.,3
AVEO,Third line treatment of patients with renal cell cancer,Approved,3/10/21,"FDA approval announced March 10, 2021.",5
BLUE,Childhood cerebral adrenoleukodystrophy (CCALD),Phase 2/3,3/14/21,"Phase 2/3 updated data presented March 15, 2021. 90% of evaluable patients (27/30) alive and free of major functional disabilities at two years follow-up.",5
REGN,Cervical cancer,Phase 3,3/15/21,"Phase 3 trial to be stopped early due to sufficient efficacy. 12 months survival for Libtayo compared to 8.5 months for chemotherapy; hazard ratio (HR): 0.69 - March 15, 2021.",3
SNY,Cervical cancer,Phase 3,3/15/21,"Phase 3 trial to be stopped early due to sufficient efficacy. 12 months survival for Libtayo compared to 8.5 months for chemotherapy; hazard ratio (HR): 0.69 - March 15, 2021.",3
RUBY,Refractory Acute Myeloid Leukemia (AML) / Solid tumors,Phase 1/2,3/15/21,"Phase 1/2 data announced March 15, 2021. 1 partial response (PR), 1 unconfirmed PR.",4
SNY,Cystic fibrosis,Phase 1/2,3/17/21,"Phase 1/2 interim analysis March 17, 2021. Safe and well tolerated with no serious adverse events but no increase in lung function (ppFEV1) evident.",4
KNSA,Pericarditis,Approved,3/18/21,"FDA approval announced March 18, 2021.",5
ZLDPF,Severe hypoglycemia in diabetes,Approved,3/22/21,"FDA approval announced March 22, 2021.",5
LPTX,Endometrial Cancer,Phase 2,3/22/21,"Phase 2 data presented at Society of Gynecologic Oncology 2021 Annual Meeting, March 19-25, 2021. PFS 5.4 months.",4
VACC,COVID-19 vaccine,Phase 3,3/22/21,"Data from U.S. trial noted 76% efficacy rate - March 24, 2021.",5
AZN,COVID-19 vaccine,Phase 3,3/22/21,"Data from U.S. trial noted 76% efficacy rate - March 24, 2021.",5
IONS,Huntington's Disease,Phase 3,3/22/21,Phase 3 trial to be discontinued following review of data by an Independent Data Monitoring Committee.,3
RHHBY,Huntington's Disease,Phase 3,3/22/21,Phase 3 trial to be discontinued following review of data by an Independent Data Monitoring Committee.,3
FREQ,Acquired Sensorineural Hearing Loss (SNHL),Phase 2a,3/23/21,"Phase 2a trial did not show improvement versus placebo - March 23, 2021.",3
MRK,Esophageal Cancer,Approved,3/23/21,"FDA approval announced March 23, 2021.",5
PRQR,Usher Syndrome Type 2,Phase 1/2,3/24/21,"Phase 1/2 data released March 24, 2021. Mean benefit of 6 letters was observed at week 48",4
BCLI,Progressive Multiple Sclerosis (MS),Phase 2,3/24/21,"Phase 2 top-line data released March 24, 2021 - safety primary endpoint met.",5
BMY,Relapsed/refractory multiple myeloma,Approved,3/26/21,"FDA approval announced March 26, 2021.",5
BLUE,Relapsed/refractory multiple myeloma,Approved,3/26/21,"FDA approval announced March 26, 2021.",5
WVE,Huntington’s disease,Phase 1/2,3/29/21,https://ir.wavelifesciences.com/news-releases/news-release-details/wave-life-sciences-provides-update-phase-1b2a-precision-hd,4
